"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"109","Woodlands Park Connector","Woodlands Ave 7 Near 888 Plaza","103.7957","1.439124","Running along the side of the SLE, the Woodlands (SLE) Park Connector links the Woodlands (Ave 2) Park Connector to the Ulu Sembawang Park Connector. With “green-roof” shelters and drinking fountains placed along the park connector, visitors can take a breather and enjoy the beauty of the nearby nature reserve.","Woodlands (SLE) Park Connector starts at the end of Woodlands Ave 2 and runs along the side of SLE before ending at the start of Woodlands Ave 12 from SLE","1.1 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"110","Woodlands Park Connector","Block 892B Woodlands Dr 50","103.7892","1.438022","Running along the side of the SLE, the Woodlands (SLE) Park Connector links the Woodlands (Ave 2) Park Connector to the Ulu Sembawang Park Connector. With “green-roof” shelters and drinking fountains placed along the park connector, visitors can take a breather and enjoy the beauty of the nearby nature reserve.","Woodlands (SLE) Park Connector starts at the end of Woodlands Ave 2 and runs along the side of SLE before ending at the start of Woodlands Ave 12 from SLE","1.1 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"111","Woodlands Park Connector","Woodlands Avenue 1","103.7986","1.427043","Running along the side of the SLE, the Woodlands (SLE) Park Connector links the Woodlands (Ave 2) Park Connector to the Ulu Sembawang Park Connector. With “green-roof” shelters and drinking fountains placed along the park connector, visitors can take a breather and enjoy the beauty of the nearby nature reserve.","Woodlands (SLE) Park Connector starts at the end of Woodlands Ave 2 and runs along the side of SLE before ending at the start of Woodlands Ave 12 from SLE","1.1 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"112","Sembawang Park Connector","Woodlands Avenue 10","103.8120","1.445124","Running along Sungei Sembawang, the Sembawang Park Connector provides seamless connectivity to residents from Admiralty Drive. 
Cutting through the mangrove swamps, the park connector enables nearby residents to appreciate the beautiful scenery of the mangrove habitat right at their doorstep. Nature lovers can view water birds such as the Egrets and Kingfishers. Level and smooth, the Sembawang Park Connector is widely used by neighbouring schools for their routine 2.4 km runs. ","Park Connector starts at Sembawang Way and runs along Woodlands Ave 10 before ending at Admiralty Road West.","2.0 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"113","Woodlands Park Connector","Woodlands Avenue 12","103.7956","1.423466","Running along the side of the SLE, the Woodlands (SLE) Park Connector links the Woodlands (Ave 2) Park Connector to the Ulu Sembawang Park Connector. With “green-roof” shelters and drinking fountains placed along the park connector, visitors can take a breather and enjoy the beauty of the nearby nature reserve.","Woodlands (SLE) Park Connector starts at the end of Woodlands Ave 2 and runs along the side of SLE before ending at the start of Woodlands Ave 12 from SLE","1.1 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"114","Woodlands Park Connector","Woodlands Avenue 5","103.8033","1.432459","Running along the side of the SLE, the Woodlands (SLE) Park Connector links the Woodlands (Ave 2) Park Connector to the Ulu Sembawang Park Connector. With “green-roof” shelters and drinking fountains placed along the park connector, visitors can take a breather and enjoy the beauty of the nearby nature reserve.","Woodlands (SLE) Park Connector starts at the end of Woodlands Ave 2 and runs along the side of SLE before ending at the start of Woodlands Ave 12 from SLE","1.1 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"115","Sembawang Park Connector","Woodlands Avenue 9","103.8130","1.454913","Running along Sungei Sembawang, the Sembawang Park Connector provides seamless connectivity to residents from Admiralty Drive. 
Cutting through the mangrove swamps, the park connector enables nearby residents to appreciate the beautiful scenery of the mangrove habitat right at their doorstep. Nature lovers can view water birds such as the Egrets and Kingfishers. Level and smooth, the Sembawang Park Connector is widely used by neighbouring schools for their routine 2.4 km runs. ","Park Connector starts at Sembawang Way and runs along Woodlands Ave 10 before ending at Admiralty Road West.","2.0 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"116","Marsiling Park Connector","Woodlands Centre Road","103.7709","1.439527","The Marsiling Park Connector runs along Woodlands Centre, linking Woodlands Waterfront to Woodlands Town Garden.","Marsiling Park Connector starts at Woodlands Centre Point and runs along Marsiling Lane before ending at Admiralty Road West.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"117","Punggol Park Connector","Seletar North Link 2","103.8990","1.413642","Running along Punggol reservoir and the Straits of Johor, this 6.1 km water-themed park connector links Punggol Promenade to Gerald Drive. Completed and opened to the public in 2010, it not only improves accessibility but also enhances biodiversity in the area, featuring a variety of birds including the majestic Grey Heron, migratory Little Egret and the commonly seen Collared Kingfisher. This park connector also joins Punggol Waterway and passes Anchorvale Community Club, Sengkang Sports Complex and Singapore’s largest man-made wetland, Sengkang Floating Wetland, before ending at Gerald Drive.","Punggol Park Connector starts at Gerald Drive and runs along Punggol Reservoir and Straits of Johor before ending at Punggol Promenade.","6.1 km","24 hours daily","7.00pm to 7.00am",NA
"118","Canberra Park Connector","Sembawang Way Bridge","103.8132","1.447549","Running under the MRT viaduct, the Canberra Park Connector provides a safe route to Sembawang MRT station.","The Canberra Park Connector starts at Canberra Link and runs along Sembawang Way before ending at Sungei Sembawang.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"119","Canberra Park Connector","Sembawang Way","103.8145","1.447884","Running under the MRT viaduct, the Canberra Park Connector provides a safe route to Sembawang MRT station.","The Canberra Park Connector starts at Canberra Link and runs along Sembawang Way before ending at Sungei Sembawang.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"120","Canberra Park Connector","Sembawang Way Near Sembawang MRT Access 1","103.8184","1.448874","Running under the MRT viaduct, the Canberra Park Connector provides a safe route to Sembawang MRT station.","The Canberra Park Connector starts at Canberra Link and runs along Sembawang Way before ending at Sungei Sembawang.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"121","Canberra Park Connector","Sembawang Way Near Sembawang MRT Access 2","103.8200","1.449236","Running under the MRT viaduct, the Canberra Park Connector provides a safe route to Sembawang MRT station.","The Canberra Park Connector starts at Canberra Link and runs along Sembawang Way before ending at Sungei Sembawang.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"122","Punggol Park Connector","Sengkang East Avenue","103.8819","1.391833","Running along Punggol reservoir and the Straits of Johor, this 6.1 km water-themed park connector links Punggol Promenade to Gerald Drive. Completed and opened to the public in 2010, it not only improves accessibility but also enhances biodiversity in the area, featuring a variety of birds including the majestic Grey Heron, migratory Little Egret and the commonly seen Collared Kingfisher. This park connector also joins Punggol Waterway and passes Anchorvale Community Club, Sengkang Sports Complex and Singapore’s largest man-made wetland, Sengkang Floating Wetland, before ending at Gerald Drive.","Punggol Park Connector starts at Gerald Drive and runs along Punggol Reservoir and Straits of Johor before ending at Punggol Promenade.","6.1 km","24 hours daily","7.00pm to 7.00am",NA
"123","Sungei Serangoon Park Connector","Sengkang East Drive","103.9039","1.380519","Forming a crucial link from Punggol Park to Punggol Promenade via Serangoon Park Connector (along Sungei Pinang), the Sungei Serangoon Park Connector provides residents with seamless connectivity to both parks. With its aesthetically pleasing bioswale, it is a favourite destination for residents living in the North-East.Bioswales are shallow vegetated troughs or depressions with bio-retention systems installed at the base, and are designed to treat storm water effectively with their gently sloped sides, preventing erosion. Combined with short-term retention of water, the bioswales enable efficient infiltration of surface water and act as an excellent flood control measure.","Sungei Serangoon Park Connector starts at the junction of Sengkang East Drive and Buangkok Drive and runs along Sengkang East Drive  before ending at Punggol East","2.1 km","24 hours daily","7.00pm to 7.00am",NA
"124","Punggol Park Connector","Sengkang East Way","103.8852","1.394796","Running along Punggol reservoir and the Straits of Johor, this 6.1 km water-themed park connector links Punggol Promenade to Gerald Drive. Completed and opened to the public in 2010, it not only improves accessibility but also enhances biodiversity in the area, featuring a variety of birds including the majestic Grey Heron, migratory Little Egret and the commonly seen Collared Kingfisher. This park connector also joins Punggol Waterway and passes Anchorvale Community Club, Sengkang Sports Complex and Singapore’s largest man-made wetland, Sengkang Floating Wetland, before ending at Gerald Drive.","Punggol Park Connector starts at Gerald Drive and runs along Punggol Reservoir and Straits of Johor before ending at Punggol Promenade.","6.1 km","24 hours daily","7.00pm to 7.00am",NA
"125","Kallang Park Connector","Serangoon Rd Near 2 The Aberdeen","103.8664","1.325857","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
